Nº Sequência,Data Fato,Responsável,Descreva sua tarefa,Ação/Etapa,Tipo Ação,Início Previsto,Término Previsto,Início Real,Término Real,Status,Observação
1,2025-05-14,Mariana,Criar acompanhamento de aprovisionamento de materiais por número de serviço pendente.,Ação,Ação Imediata,2025-05-15,2025-05-16,,,Em Andamento,
